id,make,model,type,country,engine,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
,,,,,,"12,799","15,574","18,350","21,125","23,901","25,443","26,985","28,527","30,069","31,611"
924,Ford,Ranger,XL/ XLS,Thailand,3200,"14,000","14,500","15,000","15,500","16,000","17,000","18,000",-,-,-
,,,,,,"10,794","11,180","11,565","11,951","12,336","13,107","13,878",,,
925,Ford,Ranger,XLT/ FX4,Thailand,3200,"13,000","14,000","15,000","16,000","17,000","18,000","19,000",-,-,-
,,,,,,"10,023","10,794","11,565","12,336","13,107","13,878","14,649",,,
926,Ford,Ranger,Wildtrak,Thailand,3200,"16,000","17,000","18,000","19,000","20,000","22,000","24,000",-,-,-
,,,,,,"12,336","13,107","13,878","14,649","15,420","16,962","18,504",,,
927,Ford,F150,Lariat,USA,3500,"16,800","20,600","24,400","28,200","32,000","35,000","38,000","41,000","44,000","47,000"
,,,,,,"12,953","15,883","18,812","21,742","24,672","26,985","29,298","31,611","33,924","36,237"
928,Ford,F150,"King Ranch/ 
Tremor",USA,3500,"18,000","23,000","28,000","33,000","38,000","42,000","46,000","49,000","52,000","55,000"
,,,,,,"13,878","17,733","21,588","25,443","29,298","32,382","35,466","37,779","40,092","42,405"
929,Ford,F150,Raptor/ Platinum,USA,3500,"18,800","24,600","30,400","36,200","42,000","46,000","50,000","55,000","60,000","65,000"
,,,,,,"14,495","18,967","23,438","27,910","32,382","35,466","38,550","42,405","46,260","50,115"
930,Ford,F150,Limited,USA,3500,"19,400","25,800","32,200","38,600","45,000","51,000","56,000","61,000","66,000","71,000"
,,,,,,"14,957","19,892","24,826","29,761","34,695","39,321","43,176","47,031","50,886","54,741"
931,Ford,F150,"XLT/ King Ranch/ 
Platinum",USA,5000,"22,200","26,900","31,600","36,300","41,000","44,000","48,000","51,000","54,000","57,000"
,,,,,,"17,116","20,740","24,364","27,987","31,611","33,924","37,008","39,321","41,634","43,947"
932,Ford,F250/F350,XLT/ Lariat,USA,6200,"26,000","28,000","30,000","32,000","34,000","36,000","38,000","41,000","44,000","47,000"
,,,,,,"20,046","21,588","23,130","24,672","26,214","27,756","29,298","31,611","33,924","36,237"
933,Ford,F250/F350,King Ranch,USA,6200,"28,000","31,000","34,000","38,000","42,000","46,000","50,000","54,000","57,000","60,000"
,,,,,,"21,588","23,901","26,214","29,298","32,382","35,466","38,550","41,634","43,947","46,260"
934,Ford,F250/F350,Platinum,USA,6200,"25,800","30,600","35,400","40,200","45,000","49,000","53,000","57,000","61,000","66,000"
,,,,,,"19,892","23,593","27,293","30,994","34,695","37,779","40,863","43,947","47,031","50,886"
935,Ford,F550,XL Cab&Chassis,USA,6700,"25,000","27,000","29,000","31,000","33,000","35,000","37,000","39,000","41,000","43,000"
,,,,,,"19,275","20,817","22,359","23,901","25,443","26,985","28,527","30,069","31,611","33,153"
936,GMC,Hummer EV,Pick Up,USA,Electric (1000HP),-,-,-,-,-,-,-,"80,000","90,000","100,000"
,,,,,,,,,,,,,"61,680","69,390","77,100"
937,GMC,Sierra,"SLE/ SLT/ 
Elevation",USA,3000,-,-,-,-,"22,000","24,000","26,000","28,000","30,000","32,000"
,,,,,,,,,,"16,962","18,504","20,046","21,588","23,130","24,672"
938,GMC,Sierra,AT4,USA,3000,-,-,-,-,"31,000","33,000","35,000","37,000","39,000","41,000"
,,,,,,,,,,"23,901","25,443","26,985","28,527","30,069","31,611"
939,GMC,Sierra,Denali,USA,3000,-,-,-,-,"34,000","36,000","38,000","41,000","43,000","45,000"
,,,,,,,,,,"26,214","27,756","29,298","31,611","33,153","34,695"
940,GMC,Sierra,"SLE/ SLT/ 
Elevation",USA,5300,-,-,-,-,"29,000","31,000","33,000","35,000","37,000","39,000"
,,,,,,,,,,"22,359","23,901","25,443","26,985","28,527","30,069"
941,GMC,Sierra,AT4,USA,5300,-,-,-,-,"34,000","36,000","38,000","40,000","42,000","44,000"
,,,,,,,,,,"26,214","27,756","29,298","30,840","32,382","33,924"
942,GMC,Sierra,Denali,USA,5300,-,-,-,-,"39,000","41,000","43,000","46,000","48,000","50,000"
,,,,,,,,,,"30,069","31,611","33,153","35,466","37,008","38,550"
943,GMC,Sierra,"SLE/ SLT/ 
Elevation",USA,6000,-,-,-,-,"30,000","32,000","34,000","36,000","38,000","40,000"
,,,,,,,,,,"23,130","24,672","26,214","27,756","29,298","30,840"
944,GMC,Sierra,AT4,USA,6000,-,-,-,-,"35,000","37,000","39,000","41,000","43,000","45,000"
,,,,,,,,,,"26,985","28,527","30,069","31,611","33,153","34,695"
945,GMC,Sierra,Denali,USA,6000,-,-,-,-,"42,000","44,000","46,000","49,000","52,000","56,000"
,,,,,,,,,,"32,382","33,924","35,466","37,779","40,092","43,176"
946,GMC,Sierra,Denali,USA,6200,-,-,-,-,"45,000","48,000","51,000","55,000","58,000","63,000"
,,,,,,,,,,"34,695","37,008","39,321","42,405","44,718","48,573"
947,GMC,Sierra,"SLE/ SLT/ 
Elevation",USA,6600,-,-,-,-,"33,000","35,000","37,000","39,000","41,000","43,000"
,,,,,,,,,,"25,443","26,985","28,527","30,069","31,611","33,153"
948,GMC,Sierra,AT4,USA,6600,-,-,-,-,"39,000","41,000","43,000","45,000","47,000","49,000"
,,,,,,,,,,"30,069","31,611","33,153","34,695","36,237","37,779"
949,GMC,Sierra,Denali,USA,6600,-,-,-,-,"47,000","50,000","53,000","57,000","60,000","65,000"
,,,,,,,,,,"36,237","38,550","40,863","43,947","46,260","50,115"
950,Hino,300,"Cab & Chassis 
(WU302L)",Indonesia,4009,-,-,-,-,"10,000","11,000","12,000","13,000","14,000","15,000"
,,,,,,,,,,"7,710","8,481","9,252","10,023","10,794","11,565"
951,Hino,300,"Cab & Chassis 
1.9T​ 2x4",Indonesia,4009,-,-,-,-,"11,000","12,000","13,000","14,000","15,000","16,000"
,,,,,,,,,,"8,481","9,252","10,023","10,794","11,565","12,336"
952,Hino,300,"Cab & Chassis 
2.5T 2x6",Indonesia,4009,-,-,-,-,"12,000","13,000","14,000","15,000","16,000","17,000"
,,,,,,,,,,"9,252","10,023","10,794","11,565","12,336","13,107"
953,Hino,300,Truck 1.9T 2x4,Indonesia,4009,-,-,-,-,"13,000","14,000","15,000","16,000","17,000","18,000"
,,,,,,,,,,"10,023","10,794","11,565","12,336","13,107","13,878"
954,Hino,300,Truck 2.5T 2x6,Indonesia,4009,-,-,-,-,"14,000","15,000","16,000","17,000","18,000","19,000"
,,,,,,,,,,"10,794","11,565","12,336","13,107","13,878","14,649"
955,Hino,300,"Cab & Chassis 
3.5T",Indonesia,4500,-,-,-,-,"14,500","15,500","16,500","17,500","18,500","19,500"
,,,,,,,,,,"11,180","11,951","12,722","13,493","14,264","15,035"
956,Hino,300,Truck 3.5T,Indonesia,4500,-,-,-,-,"18,000","19,000","20,000","21,000","22,000","23,000"
,,,,,,,,,,"13,878","14,649","15,420","16,191","16,962","17,733"
957,Hino,Truck,-,Japan,5100,-,-,-,-,"27,000","28,000","29,000","30,000","31,000","32,000"
,,,,,,,,,,"20,817","21,588","22,359","23,130","23,901","24,672"
958,Hino,Dump Truck,-,Japan,6400,-,-,-,-,"31,000","32,000","33,000","34,000","35,000","36,000"
,,,,,,,,,,"23,901","24,672","25,443","26,214","26,985","27,756"
959,Hino,500,Cab & Chassis,Japan,6634,-,-,-,-,"17,500","18,500","19,500","20,500","21,500","22,500"
,,,,,,,,,,"13,493","14,264","15,035","15,806","16,577","17,348"
960,Hino,500,Truck 5T,Japan,7000,-,-,-,-,"28,000","29,000","30,000","31,000","33,000","35,000"
,,,,,,,,,,"21,588","22,359","23,130","23,901","25,443","26,985"
961,Hino,Truck,-,Japan,7000,-,-,-,-,"31,000","33,000","35,000","37,000","39,000","41,000"
,,,,,,,,,,"23,901","25,443","26,985","28,527","30,069","31,611"
962,Hino,Refrigerated Truck,-,Japan,7600,-,-,-,-,"46,000","50,000","54,000","58,000","62,000","66,000"
,,,,,,,,,,"35,466","38,550","41,634","44,718","47,802","50,886"
963,Hino,500,Truck 8T,Japan,7684,-,-,-,-,"27,000","29,000","31,000","33,000","35,000","37,000"
,,,,,,,,,,"20,817","22,359","23,901","25,443","26,985","28,527"
964,Hino,Truck,-,Japan,7700,-,-,-,-,"38,000","40,000","42,000","44,000","46,000","48,000"
,,,,,,,,,,"29,298","30,840","32,382","33,924","35,466","37,008"
965,Hino,500,Cab & Chassis,Japan,7961,-,-,-,-,"24,000","26,000","28,000","30,000","32,000","34,000"
,,,,,,,,,,"18,504","20,046","21,588","23,130","24,672","26,214"
966,Hino,Truck,-,Japan,8000,-,-,-,-,"39,000","41,000","43,000","45,000","47,000","50,000"
,,,,,,,,,,"30,069","31,611","33,153","34,695","36,237","38,550"
967,Hino,700,Cab & Chassis,China,10520,-,-,-,-,"47,000","49,000","51,000","53,000","55,000","58,000"
,,,,,,,,,,"36,237","37,779","39,321","40,863","42,405","44,718"
968,Hino,700,Tractor Head,China,10520,-,-,-,-,"47,000","49,000","51,000","53,000","55,000","58,000"
,,,,,,,,,,"36,237","37,779","39,321","40,863","42,405","44,718"
969,Hino,"Concrete Mixer 
Truck",-,China,10520,-,-,-,-,"58,000","60,000","62,000","64,000","66,000","68,000"
,,,,,,,,,,"44,718","46,260","47,802","49,344","50,886","52,428"
970,Hino,700,Cab & Chassis,China,11000,-,-,-,-,"52,000","54,000","56,000","58,000","60,000","62,000"
,,,,,,,,,,"40,092","41,634","43,176","44,718","46,260","47,802"
971,Hino,700,Tractor Head,China,11000,-,-,-,-,"52,000","54,000","56,000","58,000","60,000","62,000"
,,,,,,,,,,"40,092","41,634","43,176","44,718","46,260","47,802"
972,Hino,Truck,-,China,11000,-,-,-,-,"54,000","56,000","58,000","60,000","62,000","64,000"
,,,,,,,,,,"41,634","43,176","44,718","46,260","47,802","49,344"
973,Hino,700,Dump Truck,China,11000,-,-,-,-,"57,000","59,000","61,000","63,000","65,000","67,000"
,,,,,,,,,,"43,947","45,489","47,031","48,573","50,115","51,657"
974,Hino,700,"Concrete Mixer 
Truck",China,11000,-,-,-,-,"59,000","61,000","63,000","66,000","69,000","72,000"
,,,,,,,,,,"45,489","47,031","48,573","50,886","53,199","55,512"
975,Hino,700,Tractor Head,China,12913,-,-,-,-,"55,000","57,000","59,000","61,000","63,000","65,000"
,,,,,,,,,,"42,405","43,947","45,489","47,031","48,573","50,115"
976,Hyundai,Truck,-,Korea,1900,-,-,-,-,"7,000","8,000","9,000","10,000","11,000","12,000"
,,,,,,,,,,"5,397","6,168","6,939","7,710","8,481","9,252"
977,Hyundai,Starex/ Staria,Cash Van,Korea,2200,-,-,-,-,"15,000","16,000","17,000","18,000","19,000","21,000"
,,,,,,,,,,"11,565","12,336","13,107","13,878","14,649","16,191"
978,Hyundai,Truck,-,Korea,2500,-,-,-,-,"10,000","11,000","12,000","13,000","14,000","15,000"
,,,,,,,,,,"7,710","8,481","9,252","10,023","10,794","11,565"
979,Hyundai,Starex/ H1,Cash Van,Korea,2500,-,-,-,-,"16,000","17,000","18,000","19,000","20,000","22,000"
,,,,,,,,,,"12,336","13,107","13,878","14,649","15,420","16,962"
980,Hyundai,Truck,-,Korea,2600,-,-,-,-,"10,500","11,500","12,500","13,500","14,500","15,500"
,,,,,,,,,,"8,096","8,867","9,638","10,409","11,180","11,951"
981,Hyundai,Truck,-,Korea,3300,-,-,-,-,"12,000","13,000","14,000","15,000","16,000","17,000"
,,,,,,,,,,"9,252","10,023","10,794","11,565","12,336","13,107"
982,Hyundai,Dump Truck,-,Korea,3300,-,-,-,-,"17,000","18,000","19,000","20,000","21,000","22,000"
,,,,,,,,,,"13,107","13,878","14,649","15,420","16,191","16,962"
983,Hyundai,Truck,-,Korea,3600,-,-,-,-,"13,000","14,000","15,000","16,000","17,000","18,000"
,,,,,,,,,,"10,023","10,794","11,565","12,336","13,107","13,878"
984,Hyundai,Dump Truck,-,Korea,3600,-,-,-,-,"18,000","19,000","20,000","21,000","22,000","23,000"
,,,,,,,,,,"13,878","14,649","15,420","16,191","16,962","17,733"
985,Hyundai,Truck,-,Korea,3900,-,-,-,-,"14,000","15,000","16,000","17,000","18,000","19,000"
,,,,,,,,,,"10,794","11,565","12,336","13,107","13,878","14,649"
986,Hyundai,Dump Truck,-,Korea,3900,-,-,-,-,"19,000","20,000","21,000","22,000","23,000","24,000"
,,,,,,,,,,"14,649","15,420","16,191","16,962","17,733","18,504"
987,Hyundai,"Crane-Mounted 
Truck",-,Korea,3900,-,-,-,-,"24,000","26,000","28,000","30,000","32,000","34,000"
,,,,,,,,,,"18,504","20,046","21,588","23,130","24,672","26,214"
988,Hyundai,Truck,-,Korea,4000,-,-,-,-,"16,000","17,000","18,000","19,000","20,000","21,000"
,,,,,,,,,,"12,336","13,107","13,878","14,649","15,420","16,191"
989,Hyundai,Truck,-,Korea,5900,-,-,-,-,"23,000","25,000","27,000","29,000","31,000","33,000"
,,,,,,,,,,"17,733","19,275","20,817","22,359","23,901","25,443"
990,Hyundai,"Crane-Mounted 
Truck",-,Korea,5900,-,-,-,-,"32,000","34,000","36,000","38,000","40,000","42,000"
,,,,,,,,,,"24,672","26,214","27,756","29,298","30,840","32,382"
991,Hyundai,Truck,-,Korea,6300,-,-,-,-,"30,000","32,000","34,000","36,000","38,000","40,000"
,,,,,,,,,,"23,130","24,672","26,214","27,756","29,298","30,840"
992,Hyundai,Truck,-,Korea,6600,-,-,-,-,"32,000","34,000","36,000","38,000","40,000","42,000"
,,,,,,,,,,"24,672","26,214","27,756","29,298","30,840","32,382"
993,Hyundai,"Crane-Mounted 
Truck",-,Korea,6600,-,-,-,-,"36,000","39,000","42,000","45,000","48,000","51,000"
,,,,,,,,,,"27,756","30,069","32,382","34,695","37,008","39,321"
994,Hyundai,Truck,-,Korea,7500,-,-,-,-,"35,000","38,000","41,000","44,000","47,000","50,000"
,,,,,,,,,,"26,985","29,298","31,611","33,924","36,237","38,550"
995,Hyundai,"Crane-Mounted 
Truck",-,Korea,7500,-,-,-,-,"41,000","44,000","47,000","50,000","53,000","56,000"
,,,,,,,,,,"31,611","33,924","36,237","38,550","40,863","43,176"
996,Hyundai,Tractor Head,-,Korea,11150,-,-,-,-,"47,000","50,000","53,000","56,000","59,000","62,000"
,,,,,,,,,,"36,237","38,550","40,863","43,176","45,489","47,802"
997,Hyundai,Truck,-,Korea,11150,-,-,-,-,"50,000","53,000","56,000","59,000","62,000","65,000"
,,,,,,,,,,"38,550","40,863","43,176","45,489","47,802","50,115"
998,Hyundai,Dump Truck,-,Korea,11150,-,-,-,-,"53,000","56,000","59,000","62,000","65,000","68,000"
,,,,,,,,,,"40,863","43,176","45,489","47,802","50,115","52,428"
999,Hyundai,"Concrete Mixer 
Truck",-,Korea,11150,-,-,-,-,"55,000","59,000","63,000","67,000","71,000","75,000"
,,,,,,,,,,"42,405","45,489","48,573","51,657","54,741","57,825"
1000,Hyundai,Fuel Tank Truck,-,Korea,11150,-,-,-,-,"55,000","59,000","63,000","67,000","71,000","75,000"
,,,,,,,,,,"42,405","45,489","48,573","51,657","54,741","57,825"
1001,Hyundai,"Crane-Mounted 
Truck",-,Korea,11150,-,-,-,-,"55,000","59,000","63,000","67,000","71,000","75,000"
,,,,,,,,,,"42,405","45,489","48,573","51,657","54,741","57,825"
1002,Hyundai,"Concrete Pump 
Truck",-,Korea,11150,-,-,-,-,"80,000","87,000","94,000","101,000","108,000","115,000"
,,,,,,,,,,"61,680","67,077","72,474","77,871","83,268","88,665"
1003,Hyundai,Tractor Head,-,Korea,12920,-,-,-,-,"54,000","57,000","60,000","63,000","66,000","69,000"
,,,,,,,,,,"41,634","43,947","46,260","48,573","50,886","53,199"
1004,Hyundai,Truck,-,Korea,12920,-,-,-,-,"55,000","58,000","61,000","65,000","69,000","73,000"
,,,,,,,,,,"42,405","44,718","47,031","50,115","53,199","56,283"
1005,Hyundai,Dump Truck,-,Korea,12920,-,-,-,-,"57,000","61,000","65,000","69,000","73,000","77,000"
,,,,,,,,,,"43,947","47,031","50,115","53,199","56,283","59,367"
1006,Hyundai,"Concrete Mixer 
Truck",-,Korea,12920,-,-,-,-,"60,000","64,000","68,000","72,000","76,000","80,000"
,,,,,,,,,,"46,260","49,344","52,428","55,512","58,596","61,680"
1007,Hyundai,Fuel Tank Truck,-,Korea,12920,-,-,-,-,"60,000","64,000","68,000","72,000","76,000","80,000"
,,,,,,,,,,"46,260","49,344","52,428","55,512","58,596","61,680"
1008,Hyundai,"Crane-Mounted 
Truck",-,Korea,12920,-,-,-,-,"60,000","64,000","68,000","72,000","76,000","80,000"
,,,,,,,,,,"46,260","49,344","52,428","55,512","58,596","61,680"
1009,Hyundai,"Concrete Pump 
Truck",-,Korea,12920,-,-,-,-,"90,000","97,000","104,000","111,000","118,000","125,000"
,,,,,,,,,,"69,390","74,787","80,184","85,581","90,978","96,375"
1010,Isuzu,D-Max,"Spark 2WD MT 
(Single Cab)",Thailand,1900,-,-,-,-,"8,000","9,000","10,000","11,000","12,000","13,000"
,,,,,,,,,,"6,168","6,939","7,710","8,481","9,252","10,023"
1011,Isuzu,D-Max,Hi-lander 2WD MT,Thailand,1900,-,-,-,-,"11,500","12,500","13,500","14,500","15,500","16,500"
,,,,,,,,,,"8,867","9,638","10,409","11,180","11,951","12,722"
1012,Isuzu,D-Max,Hi-lander 2WD AT,Thailand,1900,-,-,-,-,"13,000","14,000","15,000","16,000","17,000","18,000"
,,,,,,,,,,"10,023","10,794","11,565","12,336","13,107","13,878"
1013,Isuzu,Truck,-,Japan,2400,-,-,-,-,"10,000","11,000","12,000","13,000","14,000","15,000"
,,,,,,,,,,"7,710","8,481","9,252","10,023","10,794","11,565"
1014,Isuzu,Truck,-,Japan,2500,-,-,-,-,"10,500","11,500","12,500","13,500","14,500","15,500"
,,,,,,,,,,"8,096","8,867","9,638","10,409","11,180","11,951"
1015,Isuzu,Cab & Chassis,-,Japan,2800,-,-,-,-,"8,000","9,000","10,000","11,000","12,000","13,000"
,,,,,,,,,,"6,168","6,939","7,710","8,481","9,252","10,023"
1016,Isuzu,Truck,-,Japan,2800,-,-,-,-,"13,000","14,000","15,000","16,000","17,000","18,000"
,,,,,,,,,,"10,023","10,794","11,565","12,336","13,107","13,878"
1017,Isuzu,Cab & Chassis,-,Japan,3000,-,-,-,-,"10,000","11,000","12,000","13,000","14,000","15,000"
,,,,,,,,,,"7,710","8,481","9,252","10,023","10,794","11,565"
1018,Isuzu,Truck,-,Japan,3000,-,-,-,-,"14,000","15,000","16,000","17,000","18,000","19,000"
,,,,,,,,,,"10,794","11,565","12,336","13,107","13,878","14,649"
1019,Isuzu,D-Max,"Spark 4WD MT 
(Single Cab)",Thailand,3000,-,-,-,-,"10,000","11,000","12,000","13,000","14,000","15,000"
,,,,,,,,,,"7,710","8,481","9,252","10,023","10,794","11,565"
1020,Isuzu,D-Max,"V-Cross 4WD MT 
RBC",Thailand,3000,-,-,-,-,"12,000","13,000","14,000","15,000","16,000","17,000"
,,,,,,,,,,"9,252","10,023","10,794","11,565","12,336","13,107"
1021,Isuzu,D-Max,"V-Cross 4WD AT 
RBC",Thailand,3000,-,-,-,-,"13,500","14,500","15,500","16,500","17,500","18,500"
,,,,,,,,,,"10,409","11,180","11,951","12,722","13,493","14,264"
1022,Isuzu,D-Max,"V-Cross 4WD AT 
RBE",Thailand,3000,-,-,-,-,"17,000","18,000","19,000","20,000","21,000","22,000"
,,,,,,,,,,"13,107","13,878","14,649","15,420","16,191","16,962"
1023,Isuzu,Dump Truck,-,China,3000,-,-,-,-,"20,000","21,000","22,000","23,000","24,000","25,000"
,,,,,,,,,,"15,420","16,191","16,962","17,733","18,504","19,275"
1024,Isuzu,"Crane-Mounted 
Truck",-,China,3000,-,-,-,-,"25,000","26,000","27,000","28,000","29,000","30,000"
,,,,,,,,,,"19,275","20,046","20,817","21,588","22,359","23,130"
1025,Isuzu,"Aerial 
Working 
Platform",-,China,3000,-,-,-,-,"25,000","26,000","27,000","28,000","29,000","30,000"
,,Truck,,,,,,,,"19,275","20,046","20,817","21,588","22,359","23,130"
1026,Isuzu,Firefighting Truck,-,China,3000,-,-,-,-,"25,000","26,000","27,000","28,000","29,000","30,000"
,,,,,,,,,,"19,275","20,046","20,817","21,588","22,359","23,130"
1027,Isuzu,Fuel Tank Truck,-,Japan,3855,-,-,-,-,"26,000","27,000","28,000","29,000","30,000","31,000"
,,,,,,,,,,"20,046","20,817","21,588","22,359","23,130","23,901"
1028,Isuzu,Truck,-,Japan,4500,-,-,-,-,"16,000","17,000","18,000","19,000","20,000","21,000"
,,,,,,,,,,"12,336","13,107","13,878","14,649","15,420","16,191"
1029,Isuzu,Cab & Chassis,-,Japan,4570,-,-,-,-,"10,500","11,500","12,500","13,500","14,500","15,500"
,,,,,,,,,,"8,096","8,867","9,638","10,409","11,180","11,951"
1030,Isuzu,Truck,-,Japan,4600,-,-,-,-,"18,000","19,000","20,000","21,000","22,000","23,000"
,,,,,,,,,,"13,878","14,649","15,420","16,191","16,962","17,733"
1031,Isuzu,Cab & Chassis,-,Japan,5200,-,-,-,-,"15,000","16,000","17,000","18,000","19,000","20,000"
,,,,,,,,,,"11,565","12,336","13,107","13,878","14,649","15,420"
1032,Isuzu,Dump Truck,-,Japan,5200,-,-,-,-,"27,000","29,000","31,000","33,000","35,000","37,000"
,,,,,,,,,,"20,817","22,359","23,901","25,443","26,985","28,527"
1033,Isuzu,"Crane-Mounted 
Truck",-,Japan,5200,-,-,-,-,"34,000","36,000","38,000","40,000","42,000","44,000"
,,,,,,,,,,"26,214","27,756","29,298","30,840","32,382","33,924"
1034,Isuzu,"Aerial 
Working 
Platform",-,Japan,5200,-,-,-,-,"35,000","37,000","39,000","41,000","43,000","45,000"
,,Truck,,,,,,,,"26,985","28,527","30,069","31,611","33,153","34,695"
1035,Isuzu,Water Tank Truck,-,China,5200,-,-,-,-,"32,000","34,000","36,000","38,000","40,000","42,000"
,,,,,,,,,,"24,672","26,214","27,756","29,298","30,840","32,382"
1036,Isuzu,Refrigerated Truck,-,Japan,5200,-,-,-,-,"37,000","39,000","41,000","43,000","45,000","47,000"
,,,,,,,,,,"28,527","30,069","31,611","33,153","34,695","36,237"
1037,Isuzu,Firefighting Truck,-,China,5200,-,-,-,-,"40,000","42,000","44,000","46,000","48,000","50,000"
,,,,,,,,,,"30,840","32,382","33,924","35,466","37,008","38,550"
1038,Isuzu,"Septic(Sewage) 
Pump Truck",-,China,5200,-,-,-,-,"40,000","42,000","44,000","46,000","48,000","50,000"
,,,,,,,,,,"30,840","32,382","33,924","35,466","37,008","38,550"
1039,Isuzu,Sweeper Truck,-,China,5200,-,-,-,-,"38,000","40,000","42,000","44,000","46,000","48,000"
,,,,,,,,,,"29,298","30,840","32,382","33,924","35,466","37,008"
1040,Isuzu,Truck,-,Japan,6000,-,-,-,-,"32,000","34,000","36,000","38,000","40,000","42,000"
,,,,,,,,,,"24,672","26,214","27,756","29,298","30,840","32,382"
1041,Isuzu,Cab & Chassis,-,Japan,7790,-,-,-,-,"29,000","31,000","33,000","35,000","37,000","39,000"
,,,,,,,,,,"22,359","23,901","25,443","26,985","28,527","30,069"
1042,Isuzu,Truck,-,China,7790,-,-,-,-,"34,000","36,000","38,000","40,000","42,000","44,000"
,,,,,,,,,,"26,214","27,756","29,298","30,840","32,382","33,924"
1043,Isuzu,Truck,-,Japan,7790,-,-,-,-,"41,000","43,000","45,000","47,000","49,000","51,000"
,,,,,,,,,,"31,611","33,153","34,695","36,237","37,779","39,321"
1044,Isuzu,Fuel Tank Truck,-,Japan,7790,-,-,-,-,"44,000","47,000","50,000","53,000","56,000","59,000"
,,,,,,,,,,"33,924","36,237","38,550","40,863","43,176","45,489"
1045,Isuzu,Firefighting Truck,-,Japan,7790,-,-,-,-,"46,000","49,000","52,000","55,000","58,000","61,000"
,,,,,,,,,,"35,466","37,779","40,092","42,405","44,718","47,031"
1046,Isuzu,"Digger Derrick 
Truck",-,Japan,7790,-,-,-,-,"46,000","49,000","52,000","55,000","58,000","61,000"
,,,,,,,,,,"35,466","37,779","40,092","42,405","44,718","47,031"
1047,Isuzu,Tractor Head,-,China,9850,-,-,-,-,"40,000","42,000","44,000","46,000","48,000","50,000"
,,,,,,,,,,"30,840","32,382","33,924","35,466","37,008","38,550"
1048,Isuzu,Truck,-,China,9850,-,-,-,-,"43,000","45,000","47,000","49,000","51,000","53,000"
,,,,,,,,,,"33,153","34,695","36,237","37,779","39,321","40,863"
1049,Isuzu,Truck,-,Japan,9850,-,-,-,-,"45,000","47,000","49,000","51,000","53,000","55,000"
,,,,,,,,,,"34,695","36,237","37,779","39,321","40,863","42,405"
1050,Isuzu,Dump Truck,-,Japan,9850,-,-,-,-,"47,000","50,000","53,000","56,000","59,000","62,000"
,,,,,,,,,,"36,237","38,550","40,863","43,176","45,489","47,802"
1051,Isuzu,Water Tank Truck,-,China,9850,-,-,-,-,"45,000","47,000","49,000","51,000","53,000","55,000"
,,,,,,,,,,"34,695","36,237","37,779","39,321","40,863","42,405"
1052,Isuzu,Fuel Tank Truck,-,China,9850,-,-,-,-,"48,000","50,000","52,000","54,000","56,000","58,000"
,,,,,,,,,,"37,008","38,550","40,092","41,634","43,176","44,718"
1053,Isuzu,"Crane-Mounted 
Truck",-,China,9850,-,-,-,-,"52,000","54,000","56,000","58,000","60,000","62,000"
,,,,,,,,,,"40,092","41,634","43,176","44,718","46,260","47,802"
1054,Isuzu,Truck,-,Japan,14250,-,-,-,-,"65,000","70,000","75,000","80,000","85,000","90,000"
,,,,,,,,,,"50,115","53,970","57,825","61,680","65,535","69,390"
1055,Jeep,Gladiator,Rubicon Turbo,USA,3000,-,-,-,-,"29,000","32,000","35,000","38,000","41,000","44,000"
,,,,,,,,,,"22,359","24,672","26,985","29,298","31,611","33,924"
1056,Jeep,Gladiator,"Sport (S)/ 
Altitude/ Willys",USA,3600,-,-,-,-,"24,000","26,000","28,000","30,000","32,000","34,000"
,,,,,,,,,,"18,504","20,046","21,588","23,130","24,672","26,214"
1057,Jeep,Gladiator,Sahara,USA,3600,-,-,-,-,"26,000","28,000","30,000","32,000","34,000","36,000"
,,,,,,,,,,"20,046","21,588","23,130","24,672","26,214","27,756"
1058,Jeep,Gladiator,"Overland/ 
Rubicon/ Mojave/ 
North Edition",USA,3600,-,-,-,-,"29,000","31,000","33,000","35,000","37,000","39,000"
,,,,,,,,,,"22,359","23,901","25,443","26,985","28,527","30,069"
1059,Jeep,Gladiator,-,USA,6200,-,-,-,-,"58,000","62,000","66,000","70,000","74,000","78,000"
,,,,,,,,,,"44,718","47,802","50,886","53,970","57,054","60,138"
1060,Kia,Bongo III,Truck,Korea,Electric (135KW),-,-,-,-,-,-,-,"20,000","22,000","24,000"
,,,,,,,,,,,,,"15,420","16,962","18,504"
1061,Kia,Truck,-,Korea,2000,"7,000","7,300","7,800","8,300","8,800","9,300","9,800","10,300","10,800","11,500"
,,,,,,"5,397","5,628","6,014","6,399","6,785","7,170","7,556","7,941","8,327","8,867"
1062,Kia,K2500,Truck,Korea,2500,"10,500","10,700","10,900","11,100","11,300","11,500","11,700","11,900","12,100","12,500"
,,,,,,"8,096","8,250","8,404","8,558","8,712","8,867","9,021","9,175","9,329","9,638"
1063,Kia,Bongo III,Truck,Korea,2500,"10,200","10,600","11,000","11,400","11,800","12,200","12,600","13,000","13,400","14,000"
,,,,,,"7,864","8,173","8,481","8,789","9,098","9,406","9,715","10,023","10,331","10,794"
1064,Kia,Bongo III,Dump Truck,Korea,2500,-,-,-,-,"12,000","13,000","14,000","15,000","16,000","17,000"
,,,,,,,,,,"9,252","10,023","10,794","11,565","12,336","13,107"
1065,Kia,"Crane-Mounted 
Truck",-,Korea,2500,-,-,-,-,"21,000","22,000","23,000","24,000","25,000","26,000"
